"Année","Code SINOE ISDND","Nom  ISDND","Téléphone","Fax","Date d'ouverture  ISDND","Adresse  ISDND","Adresse ISDND (suite)","Code postal ISDND","Commune  ISDND","Code commune ISDND","Libellé de la commune ISDND","Code du département ISDND","Nom de la région ISDND","Mode de gestion  ISDND","Géolocalisation  ISDND
Longitude (Mercator)","Géolocalisation  ISDND
Latitude (Mercator)","Géolocalisation  ISDND
 Indicateur qualité","Géolocalisation  ISDND
Niveau de précision","Code SINOE Exploitant","Nom Exploitant ","Code type SINOE Exploitant","Libellé type SINOE Exploitant","Adresse Exploitant","Adresse Exploitant (suite)","Code postal Exploitant","Bureau distributeur Exploitant","Téléphone Exploitant","Fax Exploitant","Capacité réglementaire ISDND","lat","lon"
2016,6857,"Isdnd de Segrie",243330891,243330891,"01/09/1983","Montcruchet",,72170,"Ségrie","72332","Ségrie","72","Pays de la Loire","Régie",2104.14,6142270,-1,"Centroïde de la commune",1451,"Smirgeom du Nord Ouest de la Sarthe","04A","SIVU","Mairie",,72170,"Segrie",243970733,243978134,7000,48.199878,0.024799
2016,5549,"Isdnd de Sommieres du Clain",,247358847,"01/06/1993","la Chaume du Mont",,86160,"Sommières-du-Clain","86264","Sommières-du-Clain","86","Nouvelle-Aquitaine","Gestion privée",40146.4,5825680,0.444536,"Géolocalisation effectuée - Qualité insuffisante",5266,"Suez Rv Centre Ouest","05","Entreprises et artisans","Za de Conneuil","6, Rue Gaspard Monge",37270,"Montlouis-sur-loire",247358800,247358847,70000,46.292116,0.377234
2016,7070,"Isdnd de Soumont",665306640,,"30/10/1987","Mas d'Arnaud",,34700,"Soumont","34306","Soumont","34","Occitanie","Régie",373390,5423490,1,"Géolocalisation effectuée - Qualité suffisante",2275,"Syndicat Mixte Centre Hérault","04H","Syndicat mixte","Route de Canet",,34800,"Aspiran",467881846,467881847,40000,43.710106,3.34196
2016,5647,"Isdnd de Tence",471598293,471563545,"01/01/1974","Tence",,43190,"Tence","43244","Tence","43","Auvergne-Rhône-Alpes","Régie",478383,5639940,-1,"Centroïde de la commune",998,"Sictom Entre Monts et Vallees","04H","Syndicat mixte","Za de Leygat",,43190,"Tence",471598293,471563545,10000,45.113912,4.290763
2016,7258,"Isdnd de Téting-sur-nied",387290683,387945718,"18/10/1977","Route de Hémering",,57385,"Teting-sur-Nied","57668","Teting-sur-Nied","57","Grand-Est","Gestion privée",741934,6284500,-1,"Centroïde de la commune",57470,"Suez Rv Nord Est","05","Entreprises et artisans","Route de Hémering",,57385,"Teting-sur-Nied",387290683,387945718,250000,49.055386,6.667222
2016,6369,"Isdnd de Vendres",467397705,467325442,"01/07/1994","Route de Sérignan",,34410,"Sérignan","34299","Sérignan","34","Occitanie","Régie",367942,5353180,-1,"Centroïde de la commune",486,"Sitom du Littoral","04A","SIVU","144 Avenue de la Plage","Bp 46",34410,"Sérignan",467321356,467325906,10500,43.279521,3.277025
2016,101421,"Isdnd de Vico",495340014,495340438,"01/07/2010","Lieu-dit Cotule",,20160,"Vico","2A348","Vico","2A","Corse","Régie",979595,5185990,0.484232,"Géolocalisation effectuée - Qualité insuffisante",34354,"Syndicat Mixte pour la Valorisation des Déchets de Corse","04H","Syndicat mixte","26 Zone Artisanale","Rt 50",20250,"Corte",495340014,495340438,30000,42.165733,8.798245
2016,78269,"Isdnd de Viggianello",495340014,495340438,"01/07/2010","Lieu Dit Teparella",,20110,"Viggianello","2A349","Viggianello","2A","Corse","Régie",995494,5111970,-1,"Centroïde de la commune",34354,"Syndicat Mixte pour la Valorisation des Déchets de Corse","04H","Syndicat mixte","26 Zone Artisanale","Rt 50",20250,"Corte",495340014,495340438,45000,41.680663,8.951277
2016,7261,"Isdnd de Villeveyrac",467785596,467788199,"04/10/1974","Complexe Oikos",,34560,"Villeveyrac","34341","Villeveyrac","34","Occitanie","Régie",400052,5387790,-1,"Centroïde de la commune",1997,"Communauté de Communes du Nord du Bassin de Thau","04E","Communauté de communes","Complexe Oïkos","Cd 5",34560,"Villeveyrac",467785596,467788199,16000,43.500386,3.606858
2016,86671,"Isdnd de Villoncourt",329290483,329295852,"25/06/2012","Route de la Campagne",,88150,"Villoncourt","88509","Villoncourt","88","Grand-Est","Gestion privée",724797,6151040,0.986728,"Géolocalisation effectuée - Qualité suffisante",56702,"Suez Rv Nord Est","05","Entreprises et artisans","Route de la Campagne",,88150,"Villoncourt",329290483,329295852,95000,48.280412,6.524138
2016,5528,"Isdnd de Viriat",474233994,474236345,"15/05/1984","la Tienne","216 Chemin de la Serpoyère",1440,"Viriat","01451","Viriat","01","Auvergne-Rhône-Alpes","Régie",586944,5818200,0.861316,"Géolocalisation effectuée - Qualité suffisante",11714,"Organom","04H","Syndicat mixte","216 Chemin de la Serpoyère - Viriat - Cs 60127",,1000,"Bourg-en-bresse",474451470,474450603,100000,46.23294,5.276582
2016,40736,"Isdnd de la Croix Irtelle",,,"01/12/2004","la Croix Irtelle",,56250,"La Vraie-Croix","56261","La Vraie-Croix","56","Bretagne","Gestion privée",-283059,6055330,1,"Géolocalisation effectuée - Qualité suffisante",23467,"Charier Déchets Valorisation","05","Entreprises et artisans","Eci Ecosite de la Croix Irtelle",,56250,"La Vraie-Croix",297672902,297675287,80000,47.702974,-2.531889
2016,7349,"Isdnd de la Gabarre",590217000,590869243,"02/08/1973","Cet la Gabarre",,97139,"Les Abymes","97101","Les Abymes","971","Dom-Com","Régie",-6845800,1835770,-1,"Centroïde de la commune",5551,"Syvade de la Guadeloupe","04H","Syndicat mixte","Rue Hincelin","Résidence Ernestine Webbe, Escalier D, Bp 41",97004,"Pointe-à-pitre Cedex",590911072,590822416,140000,16.299853,-61.488001
2016,6273,"Isdnd du Pihourc",561891658,561892027,"19/07/1996","le Pihourc","Lieoux",31800,"Saint-Gaudens","31483","Saint-Gaudens","31","Occitanie","Régie",80813.1,5330420,-1,"Centroïde de la commune",1068,"Sivom de Saint-Gaudens Montréjeau Aspet Magnoac","04H","Syndicat mixte","la Graouade","Route du Circuit",31800,"Saint-gaudens",561947377,561945193,85000,43.111163,0.72141
2016,5546,"Isdnd du Vigeant",,549918245,"01/02/1985","la Pierre Brune",,86150,"Le Vigeant","86289","Le Vigeant","86","Nouvelle-Aquitaine","Gestion privée",71563.5,5815330,0.629675,"Géolocalisation effectuée - Qualité insuffisante",33934,"Séché Eco Industries (svo)","05","Entreprises et artisans","la Reissière","Bp 14",86150,"le Vigeant",549845791,549918245,150000,46.237228,0.603344
2016,69234,"Isdnd la Dominelais",,,"09/10/2007","Ecopôle 137 Ensemble Chemin Rural 172, la Primauda",,35390,"La Dominelais","35098","La Dominelais","35","Bretagne","Gestion privée",-185708,6066550,-1,"Centroïde de la commune",35688,"Société Tree - Séché Eco Industries","05","Entreprises et artisans","Ecopôle 137 Ensemble Chemin Rural 172","la Primaudais",35390,"La Dominelais",299729720,299729362,70000,47.76145,-1.690712
2016,92701,"Isdnd la Désirade",590200176,590200382,"04/02/2010","la Désirade",,97127,"La Désirade","97110","La Désirade","971","Dom-Com","Régie",-6795620,1841970,-1,"Centroïde de la commune",5551,"Syvade de la Guadeloupe","04H","Syndicat mixte","Rue Hincelin","Résidence Ernestine Webbe, Escalier D, Bp 41",97004,"Pointe-à-pitre Cedex",590911072,590822416,0,16.320556,-61.047831
2016,5830,"Isdnd le Houga",562089780,562089780,"01/02/1988","Usine de Broyage","Pontac",32460,"Le Houga","32155","Le Houga","32","Occitanie","Régie",-20050.1,5430650,1,"Géolocalisation effectuée - Qualité suffisante",4654,"Trigone","04H","Syndicat mixte","Rue Jacqueline Auriol","Zone de Lamothe - Cs 40509",32021,"AUCH",562612515,562622545,28250,43.777017,-0.187482
2016,74856,"Isdnd les Champs Jouault",233585935,233483072,"06/04/2009","Lieu Dit les Champs Jouault",,50670,"Cuves","50158","Cuves","50","Normandie","Gestion privée",-122664,6229210,-1,"Centroïde de la commune",36367,"Sas les Champs Jouault","05","Entreprises et artisans","Lieu Dit les Champs Jouault",,50670,"Cuves",233585935,233483072,75000,48.722182,-1.098148
2016,105900,"Isdnd les Pineaux",,,"01/02/2011","l'Etrolle",,85320,"Les Pineaux","85175","Les Pineaux","85","Pays de la Loire","Marché de prestation de service",-131578,5876220,1,"Géolocalisation effectuée - Qualité suffisante",29508,"Seche Environnement Ouest","05","Entreprises et artisans","les Hêtres",,53811,"Change",243596000,243596061,24200,46.608087,-1.202681
2016,103380,"Isdnd les Ventes-de-bourse",233325370,233275598,"01/01/2013","le Logis des Ventes",,61170,"Les Ventes-de-Bourse","61499","Les Ventes-de-Bourse","61","Normandie","Gestion privée",27250.8,6190060,0.177899,"Géolocalisation effectuée - Qualité insuffisante",56287,"Suez Rv Normandie (ex : Snn (sita Suez))","05","Entreprises et artisans","Rue de la Terre Adélie","Parc Edonia, Bâtiment T, Cs 86820",35760,"Saint-grégoire",223212300,223212310,120000,48.523768,0.258508
2016,5813,"Opale Environnement",321850100,321821216,"14/04/1997","Hameau de la Bistade",,62370,"Sainte-Marie-Kerque","62756","Sainte-Marie-Kerque","62","Hauts-de-France","Gestion privée",237878,6603540,-1,"Centroïde de la commune",4662,"Opale Environnement","05","Entreprises et artisans","52 Rue Clément Ader","Bp 136",62103,"Calais",321347070,321347001,60000,50.898334,2.172473
